Education,JoiningYear,City,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Salary
Bachelors,2015,Bangalore,25,Male,No,3,1,90722.15
Bachelors,2013,Bangalore,28,Female,No,1,0,79968.87
Bachelors,2015,Pune,25,Female,No,3,1,74198.92
Bachelors,2012,Bangalore,28,Female,No,2,1,77780.98
Bachelors,2016,Pune,27,Female,No,5,1,74973.58
Bachelors,2016,Bangalore,26,Male,No,4,0,78593.87
PHD,2018,New Delhi,26,Male,No,4,1,103756.48
Bachelors,2017,Bangalore,27,Male,No,5,0,109506.16
Bachelors,2018,Pune,28,Male,No,2,1,83896.69
Bachelors,2013,Bangalore,24,Male,No,2,0,101782.49
Bachelors,2013,New Delhi,26,Male,No,4,0,99872.44
Bachelors,2013,Bangalore,28,Male,Yes,1,0,97398.15
Masters,2017,New Delhi,28,Female,No,2,0,43230.42
Bachelors,2016,Bangalore,24,Male,No,2,0,30315.7
Bachelors,2017,Bangalore,27,Male,No,5,0,75679.88
Bachelors,2014,Pune,27,Female,No,5,1,51839.42
Bachelors,2017,Bangalore,27,Male,No,5,0,91850.03
Bachelors,2017,New Delhi,27,Male,No,5,0,78959.58
Masters,2018,New Delhi,24,Male,No,2,1,96442.77
Bachelors,2016,Bangalore,26,Male,No,4,1,93057.56
Bachelors,2017,Bangalore,28,Male,Yes,3,0,69420.43
Bachelors,2017,New Delhi,26,Female,No,4,0,74251.04
Bachelors,2016,Pune,28,Male,No,3,0,79245.15
Bachelors,2015,New Delhi,26,Male,No,4,0,92055.71
Bachelors,2014,Bangalore,26,Male,No,4,1,73011.57
Bachelors,2017,Pune,24,Female,No,2,1,54763.84
Bachelors,2016,Bangalore,26,Male,No,4,1,62889.77
PHD,2016,New Delhi,26,Male,No,4,0,25466.73
Bachelors,2018,Bangalore,24,Female,No,2,1,80812.21
Bachelors,2017,Bangalore,28,Female,No,1,0,53073.37
Bachelors,2013,Bangalore,24,Female,No,2,0,103602.83
Masters,2014,New Delhi,25,Female,No,3,0,66632.54
Bachelors,2012,Pune,26,Male,No,4,0,23903.33
Bachelors,2014,Bangalore,28,Male,No,5,0,106316.55
Bachelors,2013,Bangalore,28,Male,No,2,1,76562.95
Masters,2017,Pune,27,Male,No,5,0,44859.67
Bachelors,2016,Bangalore,28,Male,Yes,0,0,74323.14
Bachelors,2014,New Delhi,25,Male,No,3,0,76583.49
Bachelors,2013,Bangalore,25,Female,No,3,1,84341.37
Bachelors,2017,Bangalore,24,Female,No,2,1,108390.45
Bachelors,2015,Bangalore,26,Female,No,4,0,62417.96
Bachelors,2014,Bangalore,28,Male,No,4,0,89359.5
Bachelors,2017,New Delhi,28,Male,No,0,0,45103.51
Masters,2017,New Delhi,24,Female,No,2,0,92277.82
PHD,2017,Pune,27,Male,No,5,0,75924.93
Bachelors,2015,Bangalore,28,Female,No,5,0,101279.86
Bachelors,2017,New Delhi,25,Female,No,3,0,100298.58
Masters,2017,Bangalore,25,Male,No,3,0,92024.14
Masters,2017,Bangalore,26,Male,No,4,0,29106.98
Bachelors,2014,Bangalore,25,Male,No,3,1,85466.6
Bachelors,2016,Bangalore,27,Male,No,5,1,72809.4
Bachelors,2013,Bangalore,24,Male,No,2,0,104907.26
Bachelors,2012,Bangalore,25,Male,No,3,0,73065.66
Bachelors,2014,Pune,25,Male,No,3,1,110216.0
Bachelors,2018,Bangalore,25,Female,No,3,1,63401.98
Masters,2012,Pune,26,Male,No,4,1,64625.67
PHD,2016,Bangalore,25,Male,No,3,0,92393.0
Bachelors,2015,Bangalore,25,Male,No,3,0,79289.45
Bachelors,2017,New Delhi,25,Male,No,3,1,52807.09
Bachelors,2015,New Delhi,27,Female,No,5,0,86499.56
Bachelors,2017,Pune,26,Male,No,4,0,89294.29
Bachelors,2016,Pune,26,Male,No,4,0,82702.36
Bachelors,2018,Bangalore,26,Male,No,4,1,89586.95
Masters,2018,New Delhi,25,Female,No,3,1,73944.91
Masters,2017,Pune,25,Male,No,3,0,63976.2
Masters,2014,Bangalore,24,Female,No,2,0,99532.03
Bachelors,2014,Pune,28,Female,No,2,1,92936.98
Bachelors,2012,Bangalore,26,Male,No,4,0,78244.06
Bachelors,2017,Pune,26,Male,No,4,0,80666.01
Bachelors,2014,Pune,28,Female,No,0,1,52546.06
Bachelors,2017,New Delhi,25,Female,Yes,3,0,108747.59
Bachelors,2014,Bangalore,25,Male,No,3,0,75755.86
Bachelors,2012,Bangalore,26,Male,No,4,0,80086.36
Bachelors,2014,Bangalore,26,Male,No,4,0,75406.42
Bachelors,2017,Bangalore,26,Female,No,4,0,62012.48
Masters,2017,Bangalore,26,Male,No,4,1,35692.37
Bachelors,2017,New Delhi,25,Female,No,3,0,66570.4
Bachelors,2018,Bangalore,25,Male,No,3,1,39649.49
Bachelors,2014,New Delhi,27,Female,No,5,0,60650.97
Bachelors,2017,Bangalore,28,Male,No,5,0,76544.36
Bachelors,2015,Bangalore,24,Female,No,2,0,25422.18
Bachelors,2013,Bangalore,27,Male,No,5,1,79832.73
Bachelors,2018,Bangalore,26,Female,No,4,1,83590.87
Masters,2017,New Delhi,28,Female,No,2,0,49736.04
Bachelors,2016,Pune,28,Female,No,4,1,62447.49
Bachelors,2016,Bangalore,25,Male,No,3,0,74624.77
Bachelors,2015,Pune,27,Female,Yes,5,1,102992.78
Bachelors,2015,Bangalore,26,Male,No,4,1,96502.31
Bachelors,2015,Pune,28,Female,Yes,5,1,66455.94
Bachelors,2013,Pune,27,Male,No,5,0,86002.63
Masters,2017,Pune,25,Male,No,3,0,45776.94
Bachelors,2015,Pune,25,Female,Yes,3,1,49937.45
Bachelors,2015,Pune,24,Female,No,2,1,46021.28
Masters,2017,New Delhi,28,Female,No,2,0,50085.97
Bachelors,2014,New Delhi,24,Female,No,2,0,77387.85
Bachelors,2012,Bangalore,27,Male,No,5,1,75641.47
Bachelors,2015,Pune,28,Female,No,5,1,60418.61
Bachelors,2015,New Delhi,27,Female,No,5,1,51018.9
Bachelors,2017,Bangalore,24,Female,No,2,0,97443.08
Masters,2016,New Delhi,25,Female,No,3,0,74992.62
Bachelors,2012,Pune,24,Male,Yes,2,0,59449.51
Bachelors,2015,New Delhi,24,Female,No,2,0,76748.18
Bachelors,2015,Pune,26,Female,No,4,1,47763.58
Masters,2017,Pune,27,Female,No,5,0,49971.78
Bachelors,2013,Bangalore,24,Female,No,2,1,31099.99
PHD,2017,Pune,28,Male,No,1,0,85559.78
Bachelors,2017,Bangalore,24,Female,No,2,0,99543.43
Bachelors,2015,Pune,24,Female,No,2,1,59466.54
Bachelors,2017,Bangalore,27,Male,No,5,0,82789.08
Bachelors,2016,New Delhi,28,Male,No,4,0,83030.39
Masters,2017,New Delhi,28,Female,No,2,0,54483.28
PHD,2014,New Delhi,24,Male,No,2,0,82061.78
Bachelors,2013,Bangalore,26,Female,No,4,0,103935.61
Masters,2014,New Delhi,24,Male,No,2,0,91938.66
Bachelors,2013,New Delhi,24,Female,No,2,0,90218.98
Masters,2017,New Delhi,26,Male,No,4,1,98871.16
Bachelors,2014,Pune,27,Male,No,5,0,47295.33
Masters,2013,Bangalore,25,Male,No,3,1,84895.1
Masters,2012,New Delhi,27,Female,No,5,1,61168.72
Masters,2017,Bangalore,25,Male,No,3,0,49700.57
Bachelors,2012,New Delhi,28,Male,No,5,0,70319.46
Bachelors,2014,Bangalore,28,Male,No,0,0,50234.4
Bachelors,2017,New Delhi,28,Female,No,4,0,92350.25
Bachelors,2016,Pune,27,Male,No,5,1,74236.14
Bachelors,2017,New Delhi,27,Female,No,5,0,36963.76
PHD,2014,Bangalore,28,Female,No,0,0,81095.39
Bachelors,2013,Pune,25,Male,No,3,1,49494.04
Bachelors,2017,Pune,28,Male,No,3,0,79263.83
Bachelors,2012,Bangalore,27,Male,No,5,0,62748.77
Bachelors,2013,Bangalore,24,Female,No,2,1,43101.29
Masters,2017,New Delhi,25,Male,No,3,0,41693.78
Bachelors,2014,Pune,24,Male,No,2,0,75685.29
Bachelors,2013,New Delhi,25,Female,No,3,1,23882.78
Bachelors,2015,Pune,28,Male,No,2,0,86530.26
Masters,2017,New Delhi,28,Male,No,1,1,44134.37
Bachelors,2017,New Delhi,27,Female,No,5,0,50022.42
Bachelors,2018,Pune,24,Male,No,2,1,81258.3
Bachelors,2013,Bangalore,26,Male,No,4,0,106958.54
Bachelors,2017,Bangalore,27,Female,Yes,5,0,48358.17
Masters,2017,New Delhi,26,Female,No,4,1,29923.62
Masters,2017,Bangalore,26,Female,No,4,0,51397.64
Bachelors,2013,Pune,26,Male,No,4,0,102323.34
Masters,2014,New Delhi,25,Female,No,3,0,31725.63
Bachelors,2014,Bangalore,27,Male,No,5,0,77645.52
Bachelors,2016,Bangalore,25,Male,No,3,0,97260.73
Bachelors,2016,Bangalore,27,Male,No,5,0,63308.74
Bachelors,2015,Bangalore,28,Female,No,5,0,86154.57
Masters,2012,New Delhi,25,Male,No,3,1,90602.41
Bachelors,2013,Bangalore,28,Male,No,2,1,93570.18
Bachelors,2014,Bangalore,25,Male,No,3,0,30484.62
Bachelors,2014,Pune,26,Male,No,4,0,63831.68
Bachelors,2013,Pune,28,Male,No,0,0,83339.66
Bachelors,2015,Bangalore,27,Male,Yes,5,0,74455.95
Bachelors,2014,Pune,28,Female,No,3,1,34256.45
Masters,2017,Pune,25,Female,No,3,1,41156.05
Masters,2013,New Delhi,28,Female,No,2,0,85532.13
Masters,2017,Bangalore,27,Female,No,5,1,33393.91
Bachelors,2015,Bangalore,27,Male,No,5,0,75636.37
Bachelors,2012,Bangalore,27,Male,No,5,0,65255.25
Bachelors,2014,Bangalore,26,Male,No,4,0,70225.03
Bachelors,2013,New Delhi,26,Female,No,4,0,88352.93
Bachelors,2012,Bangalore,27,Male,No,5,0,81971.27
Bachelors,2013,Bangalore,26,Female,No,4,0,74963.53
Masters,2017,New Delhi,28,Female,No,3,0,41094.06
Bachelors,2017,New Delhi,26,Male,No,4,0,37770.85
Bachelors,2013,Pune,27,Female,No,5,1,43163.32
Masters,2015,Bangalore,27,Female,No,5,0,74079.29
Masters,2017,Pune,27,Female,No,5,1,99928.94
Bachelors,2016,Bangalore,27,Male,No,5,0,100249.08
Bachelors,2012,Bangalore,27,Male,No,5,0,76826.67
Bachelors,2014,Bangalore,25,Female,No,3,0,68244.1
Bachelors,2016,Bangalore,26,Female,No,4,0,102779.02
Bachelors,2016,Bangalore,26,Female,No,4,0,76025.2
Bachelors,2014,New Delhi,26,Male,No,4,0,61360.85
Bachelors,2014,Bangalore,28,Male,No,3,0,65178.04
Bachelors,2012,Pune,25,Male,No,3,0,92302.21
Masters,2014,Bangalore,28,Female,No,3,1,68025.75
Bachelors,2016,New Delhi,26,Male,No,4,0,93446.68
Bachelors,2012,New Delhi,24,Female,No,2,0,74148.91
Bachelors,2015,Pune,28,Female,No,4,1,52023.38
Bachelors,2017,New Delhi,24,Male,No,2,0,48060.79
Bachelors,2015,New Delhi,25,Male,No,3,0,90411.31
Bachelors,2013,Bangalore,27,Male,No,5,0,79011.81
Bachelors,2015,Bangalore,27,Male,No,5,0,78292.36
Bachelors,2017,Bangalore,28,Female,No,3,1,91547.58
Bachelors,2017,Bangalore,24,Female,No,2,0,68118.55
Masters,2017,New Delhi,26,Female,No,4,0,54499.53
Bachelors,2016,Bangalore,25,Male,Yes,3,1,99795.81
Bachelors,2016,Bangalore,26,Male,Yes,4,0,85164.89
Masters,2017,Bangalore,24,Female,No,2,0,48864.12
Bachelors,2017,Bangalore,27,Male,Yes,5,0,72367.94
Bachelors,2014,Pune,27,Female,No,5,1,47832.7
Masters,2017,New Delhi,24,Female,No,2,0,28769.42
Bachelors,2014,Bangalore,28,Male,No,1,0,69384.94
Bachelors,2013,Pune,26,Male,No,4,0,97387.8
Bachelors,2014,Pune,28,Male,No,0,0,76433.88
Masters,2013,New Delhi,28,Male,No,1,0,53890.23
Masters,2017,Pune,27,Female,No,5,0,52698.57
Bachelors,2017,Pune,28,Male,No,1,0,82579.13
Bachelors,2016,New Delhi,26,Female,No,4,0,72065.16
PHD,2018,Bangalore,27,Male,No,5,1,68482.98
Bachelors,2014,Pune,26,Male,No,4,0,87832.58
Bachelors,2013,Pune,25,Male,No,3,0,97354.8
Masters,2017,Pune,25,Male,No,3,0,71892.65
Bachelors,2017,Pune,24,Female,No,2,1,53274.07
Bachelors,2017,New Delhi,24,Female,No,2,0,62966.13
PHD,2014,Pune,24,Male,No,2,0,97100.92
PHD,2017,Bangalore,24,Female,No,2,0,87056.7
Masters,2017,New Delhi,26,Male,No,4,1,68516.58
Bachelors,2013,Pune,24,Male,Yes,2,1,45914.39
PHD,2016,New Delhi,27,Female,No,5,0,72527.44
Masters,2017,New Delhi,25,Female,Yes,3,1,45723.35
Bachelors,2014,Pune,26,Male,No,4,0,73677.07
Bachelors,2017,New Delhi,25,Female,No,3,0,82948.83
Bachelors,2012,Bangalore,27,Female,No,5,0,83687.87
Bachelors,2016,Bangalore,26,Male,Yes,4,0,65423.08
Bachelors,2016,Bangalore,26,Male,No,4,0,101853.08
Bachelors,2015,Pune,27,Female,Yes,5,1,34950.58
Bachelors,2016,Pune,28,Female,No,2,1,102015.19
Masters,2017,New Delhi,27,Female,No,5,1,63244.96
Bachelors,2018,Bangalore,25,Female,No,3,1,51620.73
Bachelors,2014,Pune,27,Male,Yes,5,0,56189.63
Bachelors,2014,Bangalore,27,Male,Yes,5,0,57849.09
Bachelors,2015,New Delhi,25,Female,No,3,0,80505.4
Masters,2017,Bangalore,26,Female,No,4,0,81144.82
Masters,2018,New Delhi,25,Male,No,3,1,83625.66
Bachelors,2018,Bangalore,25,Male,No,3,1,91690.49
Bachelors,2014,Bangalore,28,Male,No,1,0,61459.01
Bachelors,2017,Bangalore,24,Male,No,2,0,95190.42
Bachelors,2013,Bangalore,28,Female,No,3,0,82106.21
Bachelors,2015,Pune,24,Male,No,2,0,74702.19
Bachelors,2012,Bangalore,26,Male,No,4,0,86640.07
Bachelors,2014,New Delhi,25,Female,No,3,0,76297.14
Masters,2017,New Delhi,26,Male,No,4,0,37770.03
Bachelors,2016,Bangalore,25,Female,No,3,0,70562.78
Bachelors,2013,Pune,26,Male,Yes,4,0,63900.7
Bachelors,2018,Pune,26,Male,Yes,4,0,31027.92
Bachelors,2017,Bangalore,24,Male,No,2,0,89075.12
Bachelors,2016,Bangalore,24,Male,No,2,0,82197.34
Bachelors,2014,Bangalore,24,Female,No,2,0,91762.83
PHD,2017,New Delhi,28,Male,No,3,0,88502.0
Bachelors,2017,New Delhi,24,Female,No,2,1,56661.93
Bachelors,2015,Bangalore,25,Female,No,3,0,77866.28
Bachelors,2015,Pune,26,Male,No,4,0,66435.27
Masters,2014,Bangalore,27,Male,No,5,1,92722.09
Bachelors,2012,Pune,24,Female,No,2,1,64406.52
Bachelors,2015,Pune,26,Female,No,4,1,42123.22
Bachelors,2013,Bangalore,24,Female,No,2,0,75159.49
Bachelors,2017,Bangalore,26,Female,No,4,0,77273.03
Masters,2017,New Delhi,26,Male,No,4,0,80257.81
Bachelors,2016,Bangalore,24,Male,No,2,0,80021.23
Bachelors,2015,Pune,28,Male,No,2,0,68404.27
Bachelors,2013,Bangalore,27,Male,No,5,0,88116.54
Bachelors,2012,Bangalore,24,Male,Yes,2,0,48579.02
Masters,2015,Pune,28,Female,No,0,0,43518.46
Bachelors,2017,Pune,26,Male,Yes,4,0,73926.04
Bachelors,2018,Bangalore,27,Female,No,5,1,74718.45
Masters,2017,Pune,27,Male,No,5,1,82501.43
Bachelors,2013,Bangalore,27,Female,No,5,0,32964.96
Bachelors,2016,Bangalore,27,Female,No,5,0,97107.17
Bachelors,2013,Pune,28,Male,No,1,0,90667.53
Bachelors,2017,Pune,28,Male,No,2,0,82078.67
Bachelors,2013,Bangalore,26,Male,No,4,0,62142.02
Bachelors,2015,Bangalore,25,Female,No,3,0,98129.76
Bachelors,2015,Pune,24,Female,No,2,1,88037.86
Bachelors,2014,New Delhi,28,Male,No,1,0,63490.15
Bachelors,2017,New Delhi,28,Female,No,2,0,59102.4
Masters,2015,New Delhi,26,Male,No,4,1,69432.67
PHD,2014,New Delhi,25,Male,No,3,0,71759.31
Bachelors,2013,Bangalore,25,Male,No,3,0,73164.94
Bachelors,2017,Bangalore,25,Male,No,3,0,72727.19
Bachelors,2013,New Delhi,24,Female,No,2,1,66978.95
Bachelors,2014,Pune,25,Male,No,3,0,78860.2
Bachelors,2017,New Delhi,25,Female,No,3,0,79458.09
Masters,2017,New Delhi,24,Male,Yes,2,1,66284.57
Bachelors,2015,New Delhi,28,Female,No,2,0,75869.47
Bachelors,2017,Bangalore,27,Male,No,5,1,76804.73
Bachelors,2015,Pune,26,Male,No,4,0,65976.3
Bachelors,2017,Pune,27,Female,No,5,1,56313.67
Bachelors,2016,Bangalore,24,Male,No,2,0,85019.17
Bachelors,2014,Bangalore,26,Female,No,4,1,52921.98
Masters,2017,New Delhi,25,Female,No,3,0,49003.87
Bachelors,2012,New Delhi,25,Female,No,3,0,73301.76
Bachelors,2014,Bangalore,27,Male,No,5,0,93664.72
Bachelors,2017,New Delhi,27,Male,No,5,0,80197.11
Bachelors,2018,Bangalore,25,Female,No,3,1,76173.04
Bachelors,2016,Pune,27,Female,No,5,0,113697.66
Bachelors,2017,Bangalore,24,Male,No,2,0,85117.55
Bachelors,2014,Pune,28,Female,No,1,1,46273.26
Bachelors,2017,Bangalore,28,Female,No,2,1,52559.86
Bachelors,2017,New Delhi,26,Female,No,4,1,39625.58
Bachelors,2013,Pune,27,Female,No,5,1,48449.0
Bachelors,2012,Bangalore,24,Female,No,2,0,93007.53
Masters,2017,Pune,27,Female,No,5,0,39802.07
Bachelors,2015,New Delhi,24,Male,No,2,0,101872.28
Bachelors,2013,New Delhi,28,Female,Yes,2,0,80864.68
Bachelors,2016,New Delhi,28,Male,No,0,0,80677.46
Bachelors,2016,Bangalore,26,Male,No,4,0,89190.48
Bachelors,2018,Bangalore,27,Male,Yes,5,1,79478.85
Bachelors,2015,Bangalore,25,Male,No,3,0,89067.2
Bachelors,2014,Bangalore,26,Male,No,4,0,75336.6
Bachelors,2018,Pune,24,Male,Yes,2,1,80143.84
Bachelors,2017,Bangalore,26,Male,Yes,4,0,91221.62
Bachelors,2016,Bangalore,26,Male,No,4,0,67218.31
Bachelors,2012,Bangalore,26,Male,Yes,4,0,85952.71
Masters,2017,Bangalore,27,Male,No,5,0,55065.88
Bachelors,2016,Bangalore,25,Female,No,3,0,67816.02
Masters,2013,Pune,25,Male,No,3,0,59616.28
Masters,2016,New Delhi,27,Male,No,5,1,68994.52
Bachelors,2014,Bangalore,28,Female,No,1,0,101503.63
Bachelors,2014,Bangalore,25,Male,No,3,0,98742.84
PHD,2013,Bangalore,25,Male,No,3,1,46487.77
Bachelors,2017,New Delhi,25,Male,No,3,0,90951.45
Bachelors,2015,Bangalore,24,Male,No,2,0,96520.95
Masters,2015,Bangalore,26,Female,No,4,1,72670.73
Bachelors,2013,Bangalore,25,Female,No,3,0,53251.65
Bachelors,2015,New Delhi,24,Female,No,2,1,33216.68
Masters,2015,New Delhi,27,Female,No,5,1,38103.5
Bachelors,2017,New Delhi,26,Male,No,4,0,44275.9
Bachelors,2013,Bangalore,25,Male,No,3,0,76398.6
PHD,2017,New Delhi,24,Male,No,2,0,85218.43
Masters,2015,Bangalore,27,Male,No,5,1,88652.8
Bachelors,2015,New Delhi,28,Female,No,1,1,44718.33
Bachelors,2014,Bangalore,28,Male,No,2,1,92771.87
Bachelors,2014,Bangalore,25,Male,Yes,3,0,71471.02
Bachelors,2013,Bangalore,26,Male,No,4,0,72087.22
Masters,2017,New Delhi,27,Male,No,5,0,31781.98
Bachelors,2018,Bangalore,27,Male,No,5,1,85379.96
Bachelors,2014,Bangalore,24,Male,No,2,0,83042.66
Bachelors,2013,Bangalore,28,Male,No,0,0,80766.95
Bachelors,2013,Bangalore,24,Male,No,2,0,78888.33
Bachelors,2012,Bangalore,28,Female,No,1,1,65930.76
Bachelors,2014,Bangalore,26,Male,No,4,0,71452.66
Masters,2017,New Delhi,28,Male,No,3,0,52390.16
Bachelors,2013,Pune,24,Female,No,2,1,63219.45
Masters,2017,New Delhi,24,Male,No,2,1,45107.72
Bachelors,2014,Bangalore,28,Female,No,1,1,65185.27
Bachelors,2018,Bangalore,25,Male,No,3,1,94221.93
Masters,2012,New Delhi,27,Female,No,5,0,63696.77
Masters,2014,New Delhi,26,Male,No,4,0,96194.29
Bachelors,2017,Bangalore,28,Male,No,5,0,108794.76
Bachelors,2017,Pune,28,Female,No,1,0,70326.48
Bachelors,2016,Bangalore,24,Male,No,2,0,72687.38
Bachelors,2016,New Delhi,24,Male,Yes,2,0,90641.98
Masters,2018,New Delhi,28,Male,Yes,2,1,90305.73
Bachelors,2014,Bangalore,25,Male,No,3,0,70537.55
Masters,2013,New Delhi,25,Male,No,3,1,79792.31
Masters,2017,Bangalore,28,Female,No,0,1,92363.04
PHD,2018,Bangalore,26,Male,No,4,1,68127.81
Bachelors,2017,Bangalore,24,Male,No,2,0,35087.79
Bachelors,2017,New Delhi,25,Male,No,3,0,58802.77
Masters,2015,Pune,28,Female,No,0,0,51496.78
Bachelors,2014,Pune,27,Female,No,5,1,67313.22
Bachelors,2014,Bangalore,25,Male,No,3,0,65368.58
Bachelors,2017,Pune,27,Male,Yes,5,0,85144.26
Bachelors,2017,Bangalore,28,Male,No,2,0,77639.16
Bachelors,2014,Bangalore,28,Male,No,1,0,98970.1
Bachelors,2014,New Delhi,28,Female,No,3,0,44893.3
Bachelors,2015,New Delhi,29,Female,No,1,1,48130.82
Bachelors,2012,Bangalore,29,Male,No,1,0,67063.32
Bachelors,2017,Pune,26,Male,No,4,0,72207.11
Bachelors,2015,Pune,28,Female,No,2,1,60503.42
Bachelors,2016,Pune,26,Male,No,4,0,80015.93
Masters,2017,New Delhi,26,Female,No,4,0,74716.51
Bachelors,2013,Pune,26,Male,No,4,0,65416.37
Bachelors,2017,Bangalore,28,Male,No,1,0,75871.99
Bachelors,2013,Bangalore,26,Male,No,4,0,77949.81
Bachelors,2015,Pune,28,Female,Yes,2,1,78662.26
Bachelors,2017,New Delhi,28,Female,No,1,0,111372.65
Bachelors,2016,New Delhi,27,Female,Yes,5,0,66030.57
Bachelors,2018,Pune,27,Male,No,5,1,75909.21
Bachelors,2014,Bangalore,29,Male,Yes,2,0,74096.73
Bachelors,2015,Pune,28,Female,No,2,1,50686.81
Bachelors,2017,Pune,26,Female,No,4,1,81009.57
Masters,2017,New Delhi,28,Male,No,2,0,67699.38
Bachelors,2017,Pune,26,Male,No,4,0,89305.09
Bachelors,2017,Pune,26,Female,No,4,1,88093.77
Bachelors,2018,Bangalore,26,Female,Yes,4,1,85995.39
Bachelors,2014,Pune,30,Male,No,2,0,79677.03
Masters,2017,New Delhi,29,Male,No,2,1,96914.04
Masters,2017,Pune,26,Female,No,4,0,42632.88
Masters,2015,New Delhi,28,Female,No,2,0,78066.88
Bachelors,2016,Bangalore,30,Female,No,2,1,62678.88
Bachelors,2012,Bangalore,26,Female,No,4,1,73571.67
Bachelors,2014,Bangalore,29,Male,No,1,0,71086.05
Bachelors,2012,Bangalore,26,Male,No,4,0,70303.37
Bachelors,2018,Bangalore,26,Male,Yes,4,1,92084.84
PHD,2018,New Delhi,29,Female,No,1,1,44914.77
Masters,2013,New Delhi,26,Male,No,4,1,95729.08
Masters,2015,Pune,30,Female,No,2,0,105838.4
Bachelors,2018,Pune,26,Male,No,4,1,90342.17
Masters,2013,New Delhi,29,Female,No,2,1,46988.74
Bachelors,2016,Bangalore,29,Male,No,2,0,65745.01
Bachelors,2013,Bangalore,28,Male,Yes,1,0,82346.51
Bachelors,2017,Pune,26,Female,No,4,1,58393.47
Masters,2017,Pune,30,Female,No,2,0,59297.97
Bachelors,2015,Pune,30,Female,Yes,1,1,47701.99
Masters,2017,New Delhi,29,Female,No,2,1,55676.78
Bachelors,2015,Bangalore,30,Male,No,2,0,73543.82
Bachelors,2015,Bangalore,27,Female,No,5,1,78036.79
Bachelors,2017,Pune,27,Female,No,5,1,67079.07
Bachelors,2014,Bangalore,30,Male,No,2,0,95650.54
Bachelors,2014,Bangalore,26,Female,No,4,0,75364.67
Masters,2013,New Delhi,26,Male,No,4,0,81441.53
Bachelors,2013,New Delhi,29,Female,No,1,1,59916.98
Bachelors,2018,New Delhi,27,Female,No,5,1,62543.97
Bachelors,2014,Bangalore,29,Male,No,1,0,58849.9
Bachelors,2017,Pune,26,Female,No,4,1,74163.0
Masters,2015,Bangalore,27,Female,Yes,5,1,55059.11
Masters,2017,New Delhi,29,Female,No,2,0,50021.8
Masters,2017,Bangalore,26,Female,No,4,0,95635.27
Bachelors,2015,Bangalore,28,Male,No,2,0,89989.73
Bachelors,2013,Bangalore,27,Male,No,5,1,86458.9
Bachelors,2014,New Delhi,28,Female,No,2,0,89393.67
Bachelors,2012,Bangalore,29,Male,No,1,1,95154.11
Bachelors,2016,New Delhi,28,Female,No,2,0,103568.01
Masters,2012,New Delhi,26,Female,No,4,1,96677.29
Bachelors,2014,Bangalore,26,Male,No,4,0,68286.03
Bachelors,2017,Pune,28,Male,No,2,0,72045.61
Bachelors,2012,Bangalore,27,Female,No,5,1,32744.11
Bachelors,2018,Bangalore,28,Male,No,1,1,90613.98
Bachelors,2015,Pune,26,Female,No,4,1,68573.4
PHD,2016,Bangalore,29,Female,No,1,0,84721.79
Masters,2018,Bangalore,30,Female,No,2,1,89949.76
Bachelors,2014,Bangalore,28,Female,No,2,0,65791.11
Masters,2017,New Delhi,30,Male,No,2,0,41027.33
Bachelors,2012,Bangalore,30,Male,No,1,0,65579.57
Masters,2017,New Delhi,30,Male,No,2,0,44206.53
Bachelors,2017,New Delhi,26,Male,No,4,0,61634.9
Bachelors,2017,Bangalore,28,Female,No,2,0,64827.45
Masters,2013,New Delhi,26,Female,No,4,0,68674.9
PHD,2015,New Delhi,29,Male,No,2,0,27718.1
Masters,2017,New Delhi,27,Female,No,5,1,55176.12
Bachelors,2016,Pune,30,Male,No,1,0,89596.48
Bachelors,2012,Bangalore,26,Male,No,4,1,65357.35
Bachelors,2014,Pune,29,Female,No,2,1,52672.99
Bachelors,2016,Bangalore,30,Male,No,2,0,77165.15
Bachelors,2013,Bangalore,27,Female,No,5,0,80754.03
PHD,2015,New Delhi,29,Female,Yes,1,0,58107.11
Bachelors,2012,Bangalore,27,Male,No,5,0,76793.58
Bachelors,2018,Bangalore,30,Male,No,2,1,72843.22
Masters,2017,Pune,29,Female,No,2,0,39187.99
Masters,2016,Bangalore,29,Female,No,2,0,69022.33
Bachelors,2017,Bangalore,27,Female,No,5,1,101183.57
Bachelors,2017,Bangalore,28,Male,No,2,0,51915.07
Bachelors,2017,Bangalore,27,Female,No,5,0,76969.3
Bachelors,2012,New Delhi,29,Male,No,1,0,75015.34
Bachelors,2017,Bangalore,26,Male,No,4,0,82607.39
Bachelors,2013,Bangalore,28,Female,No,1,1,87784.89
Bachelors,2013,Pune,29,Female,No,1,1,50166.86
Bachelors,2015,Bangalore,27,Male,No,5,0,33741.2
Bachelors,2016,Bangalore,30,Male,No,1,0,98868.36
Bachelors,2013,New Delhi,30,Female,No,1,0,76205.19
Masters,2017,Pune,27,Male,No,5,1,44059.59
Masters,2017,Pune,29,Male,No,2,0,47880.73
Bachelors,2016,New Delhi,29,Female,No,1,0,85648.17
Bachelors,2014,Bangalore,26,Male,No,4,1,89156.62
Bachelors,2014,Bangalore,26,Male,No,4,0,83984.27
Bachelors,2015,New Delhi,28,Female,Yes,1,0,88616.65
